"","annot.symbol","seqnames","diff_meth","mu0","mu1","annot.type","logFC","unshrunk.logFC","logCPM","PValue","FDR"
"600","ADAMTS12","chr5",0.307629545,0.639777061,0.332147515,"hg38_genes_introns",-1.34076209436365,-1.34084522885658,6.48696586309731,0.0021254791402437,0.170221472919667
"601","ADAMTS12","chr5",0.280355017,0.665108227,0.38475321,"hg38_genes_introns",-1.34076209436365,-1.34084522885658,6.48696586309731,0.0021254791402437,0.170221472919667
"602","ADAMTS12","chr5",0.29585732,0.424347978,0.128490658,"hg38_genes_introns",-1.34076209436365,-1.34084522885658,6.48696586309731,0.0021254791402437,0.170221472919667
"603","ADAMTS12","chr5",0.280355017,0.665108227,0.38475321,"hg38_genes_introns",-1.34076209436365,-1.34084522885658,6.48696586309731,0.0021254791402437,0.170221472919667
"604","ADAMTS12","chr5",0.302584728,0.748627661,0.446042933,"hg38_genes_introns",-1.34076209436365,-1.34084522885658,6.48696586309731,0.0021254791402437,0.170221472919667
"605","ADAMTS12","chr5",0.302584728,0.748627661,0.446042933,"hg38_genes_introns",-1.34076209436365,-1.34084522885658,6.48696586309731,0.0021254791402437,0.170221472919667
"606","ADAMTS12","chr5",0.255099381,0.564732703,0.309633322,"hg38_genes_introns",-1.34076209436365,-1.34084522885658,6.48696586309731,0.0021254791402437,0.170221472919667
"607","ADAMTS12","chr5",0.254344404,0.364257664,0.109913259,"hg38_genes_introns",-1.34076209436365,-1.34084522885658,6.48696586309731,0.0021254791402437,0.170221472919667
"608","ADAMTS12","chr5",0.436795022,0.739641594,0.302846572,"hg38_genes_introns",-1.34076209436365,-1.34084522885658,6.48696586309731,0.0021254791402437,0.170221472919667
"609","ADAMTS12","chr5",0.34232935,0.726606096,0.384276746,"hg38_genes_introns",-1.34076209436365,-1.34084522885658,6.48696586309731,0.0021254791402437,0.170221472919667
"610","ADAMTS12","chr5",0.280355017,0.665108227,0.38475321,"hg38_genes_introns",-1.34076209436365,-1.34084522885658,6.48696586309731,0.0021254791402437,0.170221472919667
"611","ADAMTS12","chr5",0.255099381,0.564732703,0.309633322,"hg38_genes_introns",-1.34076209436365,-1.34084522885658,6.48696586309731,0.0021254791402437,0.170221472919667
"612","ADAMTS12","chr5",0.307629545,0.639777061,0.332147515,"hg38_genes_introns",-1.34076209436365,-1.34084522885658,6.48696586309731,0.0021254791402437,0.170221472919667
"613","ADAMTS12","chr5",0.307629545,0.639777061,0.332147515,"hg38_genes_introns",-1.34076209436365,-1.34084522885658,6.48696586309731,0.0021254791402437,0.170221472919667
"614","ADAMTS12","chr5",0.265433161,0.708464675,0.443031514,"hg38_genes_introns",-1.34076209436365,-1.34084522885658,6.48696586309731,0.0021254791402437,0.170221472919667
"615","ADAMTS12","chr5",0.351045166,0.634477279,0.283432112,"hg38_genes_introns",-1.34076209436365,-1.34084522885658,6.48696586309731,0.0021254791402437,0.170221472919667
"616","ADAMTS12","chr5",0.33093392,0.798895418,0.467961497,"hg38_genes_introns",-1.34076209436365,-1.34084522885658,6.48696586309731,0.0021254791402437,0.170221472919667
"617","ADAMTS12","chr5",0.34232935,0.726606096,0.384276746,"hg38_genes_introns",-1.34076209436365,-1.34084522885658,6.48696586309731,0.0021254791402437,0.170221472919667
"618","ADAMTS12","chr5",0.436795022,0.739641594,0.302846572,"hg38_genes_introns",-1.34076209436365,-1.34084522885658,6.48696586309731,0.0021254791402437,0.170221472919667
"619","ADAMTS12","chr5",0.308547334,0.457465474,0.14891814,"hg38_genes_introns",-1.34076209436365,-1.34084522885658,6.48696586309731,0.0021254791402437,0.170221472919667
"620","ADAMTS12","chr5",0.34232935,0.726606096,0.384276746,"hg38_genes_introns",-1.34076209436365,-1.34084522885658,6.48696586309731,0.0021254791402437,0.170221472919667
"621","ADAMTS12","chr5",0.254344404,0.364257664,0.109913259,"hg38_genes_introns",-1.34076209436365,-1.34084522885658,6.48696586309731,0.0021254791402437,0.170221472919667
"622","ADAMTS12","chr5",0.265433161,0.708464675,0.443031514,"hg38_genes_introns",-1.34076209436365,-1.34084522885658,6.48696586309731,0.0021254791402437,0.170221472919667
"623","ADAMTS12","chr5",0.329903867,0.558387648,0.22848378,"hg38_genes_introns",-1.34076209436365,-1.34084522885658,6.48696586309731,0.0021254791402437,0.170221472919667
"624","ADAMTS12","chr5",0.308547334,0.457465474,0.14891814,"hg38_genes_introns",-1.34076209436365,-1.34084522885658,6.48696586309731,0.0021254791402437,0.170221472919667
"625","ADAMTS12","chr5",0.280355017,0.665108227,0.38475321,"hg38_genes_introns",-1.34076209436365,-1.34084522885658,6.48696586309731,0.0021254791402437,0.170221472919667
"626","ADAMTS12","chr5",0.265433161,0.708464675,0.443031514,"hg38_genes_introns",-1.34076209436365,-1.34084522885658,6.48696586309731,0.0021254791402437,0.170221472919667
"627","ADAMTS12","chr5",0.33093392,0.798895418,0.467961497,"hg38_genes_introns",-1.34076209436365,-1.34084522885658,6.48696586309731,0.0021254791402437,0.170221472919667
"628","ADAMTS12","chr5",0.24499278,0.270453652,0.025460872,"hg38_genes_introns",-1.34076209436365,-1.34084522885658,6.48696586309731,0.0021254791402437,0.170221472919667
"629","ADAMTS12","chr5",0.255099381,0.564732703,0.309633322,"hg38_genes_introns",-1.34076209436365,-1.34084522885658,6.48696586309731,0.0021254791402437,0.170221472919667
"630","ADAMTS12","chr5",0.34232935,0.726606096,0.384276746,"hg38_genes_introns",-1.34076209436365,-1.34084522885658,6.48696586309731,0.0021254791402437,0.170221472919667
"631","ADAMTS12","chr5",0.33093392,0.798895418,0.467961497,"hg38_genes_introns",-1.34076209436365,-1.34084522885658,6.48696586309731,0.0021254791402437,0.170221472919667
"632","ADAMTS12","chr5",0.254344404,0.364257664,0.109913259,"hg38_genes_introns",-1.34076209436365,-1.34084522885658,6.48696586309731,0.0021254791402437,0.170221472919667
"633","ADAMTS12","chr5",0.351045166,0.634477279,0.283432112,"hg38_genes_introns",-1.34076209436365,-1.34084522885658,6.48696586309731,0.0021254791402437,0.170221472919667
"634","ADAMTS12","chr5",0.302584728,0.748627661,0.446042933,"hg38_genes_introns",-1.34076209436365,-1.34084522885658,6.48696586309731,0.0021254791402437,0.170221472919667
"643","ADAMTS14","chr10",0.25936922,0.778073743,0.518704523,"hg38_genes_introns",-1.57062570563429,-1.57099963282488,4.62842801474964,6.01177920929559e-07,0.000577040580783191
"644","ADAMTS14","chr10",0.25936922,0.778073743,0.518704523,"hg38_genes_introns",-1.57062570563429,-1.57099963282488,4.62842801474964,6.01177920929559e-07,0.000577040580783191
"1519","AKAP6","chr14",0.266044375,0.840733754,0.574689379,"hg38_genes_introns",-2.10058700355781,-2.10136692966887,4.21511958221606,0.000639220954900463,0.0773023985290645
"1520","AKAP6","chr14",0.328598854,0.653894373,0.325295519,"hg38_genes_introns",-2.10058700355781,-2.10136692966887,4.21511958221606,0.000639220954900463,0.0773023985290645
"1522","AKAP6","chr14",0.266044375,0.840733754,0.574689379,"hg38_genes_introns",-2.10058700355781,-2.10136692966887,4.21511958221606,0.000639220954900463,0.0773023985290645
"1523","AKAP6","chr14",0.328598854,0.653894373,0.325295519,"hg38_genes_introns",-2.10058700355781,-2.10136692966887,4.21511958221606,0.000639220954900463,0.0773023985290645
"1524","AKAP6","chr14",0.328598854,0.653894373,0.325295519,"hg38_genes_introns",-2.10058700355781,-2.10136692966887,4.21511958221606,0.000639220954900463,0.0773023985290645
"1528","AKAP6","chr14",0.266044375,0.840733754,0.574689379,"hg38_genes_introns",-2.10058700355781,-2.10136692966887,4.21511958221606,0.000639220954900463,0.0773023985290645
"1625","ALDH4A1","chr1",0.31493288,0.585700056,0.270767176,"hg38_genes_introns",-0.874414815281097,-0.874669565260927,4.12798966188727,0.0227032958526923,0.651863243094405
"1626","ALDH4A1","chr1",0.31493288,0.585700056,0.270767176,"hg38_genes_introns",-0.874414815281097,-0.874669565260927,4.12798966188727,0.0227032958526923,0.651863243094405
"1627","ALDH4A1","chr1",0.31493288,0.585700056,0.270767176,"hg38_genes_introns",-0.874414815281097,-0.874669565260927,4.12798966188727,0.0227032958526923,0.651863243094405
"1628","ALDH4A1","chr1",0.31493288,0.585700056,0.270767176,"hg38_genes_promoters",-0.874414815281097,-0.874669565260927,4.12798966188727,0.0227032958526923,0.651863243094405
"1629","ALDH4A1","chr1",0.31493288,0.585700056,0.270767176,"hg38_genes_introns",-0.874414815281097,-0.874669565260927,4.12798966188727,0.0227032958526923,0.651863243094405
"1630","ALDH4A1","chr1",0.31493288,0.585700056,0.270767176,"hg38_genes_intronexonboundaries",-0.874414815281097,-0.874669565260927,4.12798966188727,0.0227032958526923,0.651863243094405
"1646","ALPK2","chr18",0.331412706,0.822722659,0.491309953,"hg38_genes_cds",-1.3198852357201,-1.3199098656371,8.20993726858441,0.030638859310908,0.763978242037706
"1647","ALPK2","chr18",0.331412706,0.822722659,0.491309953,"hg38_genes_exons",-1.3198852357201,-1.3199098656371,8.20993726858441,0.030638859310908,0.763978242037706
"1648","ALPK2","chr18",0.331412706,0.822722659,0.491309953,"hg38_genes_introns",-1.3198852357201,-1.3199098656371,8.20993726858441,0.030638859310908,0.763978242037706
"1649","ALPK2","chr18",0.331412706,0.822722659,0.491309953,"hg38_genes_introns",-1.3198852357201,-1.3199098656371,8.20993726858441,0.030638859310908,0.763978242037706
"1650","ALPK2","chr18",0.331412706,0.822722659,0.491309953,"hg38_genes_1to5kb",-1.3198852357201,-1.3199098656371,8.20993726858441,0.030638859310908,0.763978242037706
"1651","ALPK2","chr18",0.331412706,0.822722659,0.491309953,"hg38_genes_intronexonboundaries",-1.3198852357201,-1.3199098656371,8.20993726858441,0.030638859310908,0.763978242037706
"1652","ALPK2","chr18",0.331412706,0.822722659,0.491309953,"hg38_genes_exons",-1.3198852357201,-1.3199098656371,8.20993726858441,0.030638859310908,0.763978242037706
"1653","ALPK2","chr18",0.451643472,0.853630462,0.40198699,"hg38_genes_introns",-1.3198852357201,-1.3199098656371,8.20993726858441,0.030638859310908,0.763978242037706
"1654","ALPK2","chr18",0.331412706,0.822722659,0.491309953,"hg38_genes_1to5kb",-1.3198852357201,-1.3199098656371,8.20993726858441,0.030638859310908,0.763978242037706
"1655","ALPK2","chr18",0.331412706,0.822722659,0.491309953,"hg38_genes_intronexonboundaries",-1.3198852357201,-1.3199098656371,8.20993726858441,0.030638859310908,0.763978242037706
"1656","ALPK2","chr18",0.451643472,0.853630462,0.40198699,"hg38_genes_introns",-1.3198852357201,-1.3199098656371,8.20993726858441,0.030638859310908,0.763978242037706
"1657","ALPK2","chr18",0.331412706,0.822722659,0.491309953,"hg38_genes_exonintronboundaries",-1.3198852357201,-1.3199098656371,8.20993726858441,0.030638859310908,0.763978242037706
"1658","ALPK2","chr18",0.451643472,0.853630462,0.40198699,"hg38_genes_introns",-1.3198852357201,-1.3199098656371,8.20993726858441,0.030638859310908,0.763978242037706
"1659","ALPK2","chr18",0.331412706,0.822722659,0.491309953,"hg38_genes_intronexonboundaries",-1.3198852357201,-1.3199098656371,8.20993726858441,0.030638859310908,0.763978242037706
"1660","ALPK2","chr18",0.331412706,0.822722659,0.491309953,"hg38_genes_firstexons",-1.3198852357201,-1.3199098656371,8.20993726858441,0.030638859310908,0.763978242037706
"1661","ALPK2","chr18",0.331412706,0.822722659,0.491309953,"hg38_genes_exons",-1.3198852357201,-1.3199098656371,8.20993726858441,0.030638859310908,0.763978242037706
"1733","AMPH","chr7",0.305177637,0.723601537,0.418423901,"hg38_genes_introns",-1.08277520559365,-1.08323724644591,3.64272676850513,0.0179726175557594,0.572476010090817
"1735","AMPH","chr7",0.327199052,0.451403344,0.124204292,"hg38_genes_introns",-1.08277520559365,-1.08323724644591,3.64272676850513,0.0179726175557594,0.572476010090817
"1761","AMPH","chr7",0.305177637,0.723601537,0.418423901,"hg38_genes_introns",-1.08277520559365,-1.08323724644591,3.64272676850513,0.0179726175557594,0.572476010090817
"1763","AMPH","chr7",0.327199052,0.451403344,0.124204292,"hg38_genes_introns",-1.08277520559365,-1.08323724644591,3.64272676850513,0.0179726175557594,0.572476010090817
"4069","ARRDC4","chr15",0.262518157,0.858207443,0.595689287,"hg38_genes_exons",-0.946021709634576,-0.946218180386386,4.63444624117885,0.00734512249016655,0.352075446466502
"4070","ARRDC4","chr15",0.262518157,0.858207443,0.595689287,"hg38_genes_intronexonboundaries",-0.946021709634576,-0.946218180386386,4.63444624117885,0.00734512249016655,0.352075446466502
"4071","ARRDC4","chr15",0.262518157,0.858207443,0.595689287,"hg38_genes_cds",-0.946021709634576,-0.946218180386386,4.63444624117885,0.00734512249016655,0.352075446466502
"4072","ARRDC4","chr15",0.262518157,0.858207443,0.595689287,"hg38_genes_introns",-0.946021709634576,-0.946218180386386,4.63444624117885,0.00734512249016655,0.352075446466502
"4073","ARRDC4","chr15",0.262518157,0.858207443,0.595689287,"hg38_genes_exonintronboundaries",-0.946021709634576,-0.946218180386386,4.63444624117885,0.00734512249016655,0.352075446466502
"4104","ARSI","chr5",0.339579113,0.544964595,0.205385482,"hg38_genes_introns",-0.954227450170905,-0.955499152056956,1.95943221549905,0.0418601625653144,0.930443177269526
"4105","ARSI","chr5",0.339579113,0.544964595,0.205385482,"hg38_genes_introns",-0.954227450170905,-0.955499152056956,1.95943221549905,0.0418601625653144,0.930443177269526
"4106","ARSI","chr5",0.339579113,0.544964595,0.205385482,"hg38_genes_introns",-0.954227450170905,-0.955499152056956,1.95943221549905,0.0418601625653144,0.930443177269526
"4632","ATP10A","chr15",0.288033214,0.584857139,0.296823925,"hg38_genes_introns",-1.33809696775965,-1.33818814836751,6.34872575653849,0.000368662455097354,0.0505847426369157
"4633","ATP10A","chr15",0.288033214,0.584857139,0.296823925,"hg38_genes_introns",-1.33809696775965,-1.33818814836751,6.34872575653849,0.000368662455097354,0.0505847426369157
"4982","ATP8B1","chr18",0.278824356,0.607439983,0.328615626,"hg38_genes_introns",-1.23532006131253,-1.23537014626127,7.06502197585864,1.96037716595235e-06,0.00127157191627909
"4983","ATP8B1","chr18",0.278824356,0.607439983,0.328615626,"hg38_genes_introns",-1.23532006131253,-1.23537014626127,7.06502197585864,1.96037716595235e-06,0.00127157191627909
"4984","ATP8B1","chr18",0.278824356,0.607439983,0.328615626,"hg38_genes_introns",-1.23532006131253,-1.23537014626127,7.06502197585864,1.96037716595235e-06,0.00127157191627909
"4985","ATP8B1","chr18",0.278824356,0.607439983,0.328615626,"hg38_genes_introns",-1.23532006131253,-1.23537014626127,7.06502197585864,1.96037716595235e-06,0.00127157191627909
"5393","B4GALNT4","chr11",0.285160532,0.560623167,0.275462635,"hg38_genes_1to5kb",-1.24498461002813,-1.24666131878851,1.97384024530879,0.00857456039020316,0.375956191464054
"5394","B4GALNT4","chr11",0.285160532,0.560623167,0.275462635,"hg38_genes_introns",-1.24498461002813,-1.24666131878851,1.97384024530879,0.00857456039020316,0.375956191464054
"5395","B4GALNT4","chr11",0.285160532,0.560623167,0.275462635,"hg38_genes_introns",-1.24498461002813,-1.24666131878851,1.97384024530879,0.00857456039020316,0.375956191464054
"6241","BMP6","chr6",0.248772489,0.703167704,0.454395214,"hg38_genes_introns",-1.24661616131336,-1.24807085411459,2.26857339477866,0.0109500402988074,0.418413032700366
"6898","C8orf34","chr8",0.314824916,0.779384955,0.464560039,"hg38_genes_introns",-1.84949192213593,-1.85036706674602,3.7442229454628,7.11061150362406e-07,0.000596873095039502
"6900","C8orf34","chr8",0.298395636,0.663204308,0.364808672,"hg38_genes_introns",-1.84949192213593,-1.85036706674602,3.7442229454628,7.11061150362406e-07,0.000596873095039502
"6902","C8orf34","chr8",0.314824916,0.779384955,0.464560039,"hg38_genes_introns",-1.84949192213593,-1.85036706674602,3.7442229454628,7.11061150362406e-07,0.000596873095039502
"6904","C8orf34","chr8",0.441243637,0.588244649,0.147001011,"hg38_genes_introns",-1.84949192213593,-1.85036706674602,3.7442229454628,7.11061150362406e-07,0.000596873095039502
"6906","C8orf34","chr8",0.441243637,0.588244649,0.147001011,"hg38_genes_introns",-1.84949192213593,-1.85036706674602,3.7442229454628,7.11061150362406e-07,0.000596873095039502
"6907","C8orf34","chr8",0.314824916,0.779384955,0.464560039,"hg38_genes_introns",-1.84949192213593,-1.85036706674602,3.7442229454628,7.11061150362406e-07,0.000596873095039502
"6908","C8orf34","chr8",0.298395636,0.663204308,0.364808672,"hg38_genes_introns",-1.84949192213593,-1.85036706674602,3.7442229454628,7.11061150362406e-07,0.000596873095039502
"6909","C8orf34","chr8",0.298395636,0.663204308,0.364808672,"hg38_genes_exonintronboundaries",-1.84949192213593,-1.85036706674602,3.7442229454628,7.11061150362406e-07,0.000596873095039502
"6912","C8orf34","chr8",0.314824916,0.779384955,0.464560039,"hg38_genes_introns",-1.84949192213593,-1.85036706674602,3.7442229454628,7.11061150362406e-07,0.000596873095039502
"6914","C8orf34","chr8",0.257408318,0.70600421,0.448595892,"hg38_genes_introns",-1.84949192213593,-1.85036706674602,3.7442229454628,7.11061150362406e-07,0.000596873095039502
"6916","C8orf34","chr8",0.298395636,0.663204308,0.364808672,"hg38_genes_exons",-1.84949192213593,-1.85036706674602,3.7442229454628,7.11061150362406e-07,0.000596873095039502
"6918","C8orf34","chr8",0.257408318,0.70600421,0.448595892,"hg38_genes_introns",-1.84949192213593,-1.85036706674602,3.7442229454628,7.11061150362406e-07,0.000596873095039502
"6921","C8orf34","chr8",0.257408318,0.70600421,0.448595892,"hg38_genes_introns",-1.84949192213593,-1.85036706674602,3.7442229454628,7.11061150362406e-07,0.000596873095039502
"6922","C8orf34","chr8",0.298395636,0.663204308,0.364808672,"hg38_genes_introns",-1.84949192213593,-1.85036706674602,3.7442229454628,7.11061150362406e-07,0.000596873095039502
"6923","C8orf34","chr8",0.441243637,0.588244649,0.147001011,"hg38_genes_introns",-1.84949192213593,-1.85036706674602,3.7442229454628,7.11061150362406e-07,0.000596873095039502
"6924","C8orf34","chr8",0.314824916,0.779384955,0.464560039,"hg38_genes_introns",-1.84949192213593,-1.85036706674602,3.7442229454628,7.11061150362406e-07,0.000596873095039502
"6925","C8orf34","chr8",0.257408318,0.70600421,0.448595892,"hg38_genes_introns",-1.84949192213593,-1.85036706674602,3.7442229454628,7.11061150362406e-07,0.000596873095039502
"6926","C8orf34","chr8",0.257408318,0.70600421,0.448595892,"hg38_genes_introns",-1.84949192213593,-1.85036706674602,3.7442229454628,7.11061150362406e-07,0.000596873095039502
"6927","C8orf34","chr8",0.441243637,0.588244649,0.147001011,"hg38_genes_introns",-1.84949192213593,-1.85036706674602,3.7442229454628,7.11061150362406e-07,0.000596873095039502
"6929","C8orf34","chr8",0.298395636,0.663204308,0.364808672,"hg38_genes_5UTRs",-1.84949192213593,-1.85036706674602,3.7442229454628,7.11061150362406e-07,0.000596873095039502
"6931","C8orf34","chr8",0.441243637,0.588244649,0.147001011,"hg38_genes_introns",-1.84949192213593,-1.85036706674602,3.7442229454628,7.11061150362406e-07,0.000596873095039502
"6933","C8orf34","chr8",0.298395636,0.663204308,0.364808672,"hg38_genes_cds",-1.84949192213593,-1.85036706674602,3.7442229454628,7.11061150362406e-07,0.000596873095039502
"6934","C8orf34","chr8",0.298395636,0.663204308,0.364808672,"hg38_genes_promoters",-1.84949192213593,-1.85036706674602,3.7442229454628,7.11061150362406e-07,0.000596873095039502
"6935","C8orf34","chr8",0.298395636,0.663204308,0.364808672,"hg38_genes_firstexons",-1.84949192213593,-1.85036706674602,3.7442229454628,7.11061150362406e-07,0.000596873095039502
"6936","C8orf34","chr8",0.298395636,0.663204308,0.364808672,"hg38_genes_introns",-1.84949192213593,-1.85036706674602,3.7442229454628,7.11061150362406e-07,0.000596873095039502
"6939","C8orf34","chr8",0.298395636,0.663204308,0.364808672,"hg38_genes_introns",-1.84949192213593,-1.85036706674602,3.7442229454628,7.11061150362406e-07,0.000596873095039502
"7387","CALD1","chr7",0.295601881,0.648921475,0.353319594,"hg38_genes_introns",-1.31037199051512,-1.31037985578748,9.84322617187982,0.000242737222704141,0.0367082898689467
"7388","CALD1","chr7",0.295601881,0.648921475,0.353319594,"hg38_genes_introns",-1.31037199051512,-1.31037985578748,9.84322617187982,0.000242737222704141,0.0367082898689467
"7389","CALD1","chr7",0.295601881,0.648921475,0.353319594,"hg38_genes_introns",-1.31037199051512,-1.31037985578748,9.84322617187982,0.000242737222704141,0.0367082898689467
"7390","CALD1","chr7",0.295601881,0.648921475,0.353319594,"hg38_genes_introns",-1.31037199051512,-1.31037985578748,9.84322617187982,0.000242737222704141,0.0367082898689467
"7391","CALD1","chr7",0.274411664,0.514933555,0.240521891,"hg38_genes_introns",-1.31037199051512,-1.31037985578748,9.84322617187982,0.000242737222704141,0.0367082898689467
"7392","CALD1","chr7",0.274411664,0.514933555,0.240521891,"hg38_genes_introns",-1.31037199051512,-1.31037985578748,9.84322617187982,0.000242737222704141,0.0367082898689467
"7393","CALD1","chr7",0.295601881,0.648921475,0.353319594,"hg38_genes_introns",-1.31037199051512,-1.31037985578748,9.84322617187982,0.000242737222704141,0.0367082898689467
"7394","CALD1","chr7",0.295601881,0.648921475,0.353319594,"hg38_genes_introns",-1.31037199051512,-1.31037985578748,9.84322617187982,0.000242737222704141,0.0367082898689467
"7395","CALD1","chr7",0.274411664,0.514933555,0.240521891,"hg38_genes_introns",-1.31037199051512,-1.31037985578748,9.84322617187982,0.000242737222704141,0.0367082898689467
"7396","CALD1","chr7",0.319819674,0.774203718,0.454384044,"hg38_genes_introns",-1.31037199051512,-1.31037985578748,9.84322617187982,0.000242737222704141,0.0367082898689467
"7397","CALD1","chr7",0.295601881,0.648921475,0.353319594,"hg38_genes_introns",-1.31037199051512,-1.31037985578748,9.84322617187982,0.000242737222704141,0.0367082898689467
"7398","CALD1","chr7",0.295601881,0.648921475,0.353319594,"hg38_genes_introns",-1.31037199051512,-1.31037985578748,9.84322617187982,0.000242737222704141,0.0367082898689467
"7399","CALD1","chr7",0.319819674,0.774203718,0.454384044,"hg38_genes_introns",-1.31037199051512,-1.31037985578748,9.84322617187982,0.000242737222704141,0.0367082898689467
"7400","CALD1","chr7",0.295601881,0.648921475,0.353319594,"hg38_genes_introns",-1.31037199051512,-1.31037985578748,9.84322617187982,0.000242737222704141,0.0367082898689467
"7401","CALD1","chr7",0.274411664,0.514933555,0.240521891,"hg38_genes_introns",-1.31037199051512,-1.31037985578748,9.84322617187982,0.000242737222704141,0.0367082898689467
"7402","CALD1","chr7",0.295601881,0.648921475,0.353319594,"hg38_genes_introns",-1.31037199051512,-1.31037985578748,9.84322617187982,0.000242737222704141,0.0367082898689467
